PS_BU,REG_STORE_NUM,REGION,STORE_NAME,STORE_ABBR,POSTYPE,ADDR1,ADDR2,CITY,STATE_PROVINCE,POSTAL_CODE,COUNTRY,PHONE,FAX,SERVERNAME,LASTUSER,TIMESTAMP
30005,NULL,MW,Midwest Bakehouse,MBH,NULL,2950 N Oakley,NULL,Chicago,IL,60618,USA,773.404.1392,773.404.1558,NULL,shaha,9/12/2007 17:29
30008,NULL,SP,Southern Pacific Bakehouse,SCB,NULL,13850 Del Sur St,NULL,San Fernando,CA,91340,USA,818.686.3582,816.834.451,NULL,shaha,9/12/2007 17:29
30009,NULL,NA,Northeast B&C Bakehouse,BCB,NULL,9 Commercial St,NULL,Everett,MA,2149,USA,617.389.1324,617.389.2584,NULL,shaha,9/12/2007 17:29
30010,NULL,FL,Florida Bakehouse,FLB,NULL,7700-10 Peters Road,NULL,Plantation,FL,33324,USA,954.424.3311,954.370.6101,NULL,shaha,9/12/2007 17:29
30011,NULL,NE,New Jersey Bakehouse,NJB,NULL,905 River Road,NULL,Edgewater,NJ,7020,USA,781.44.40700,NULL,NULL,shaha,9/12/2007 17:29
30012,NULL,SW,"Sourdough, HOU",SDH,NULL,6300 Westpark,#350,Houston,TX,77057,USA,713.266.8726,713.266.8717,NULL,shaha,9/12/2007 17:29
30013,NULL,SW,"Sourdough, DAL",SDD,NULL,5531 East University,NULL,Dallas,TX,75201,USA,214.369.0079,214.369.0494,NULL,shaha,9/12/2007 17:29
30014,NULL,SW,"Sourdough, AUS",SDA,NULL,4201 South Congress,#108,Austin,TX,78706,USA,512.442.2171,512.442.5525,NULL,shaha,9/12/2007 17:29
30016,NULL,SO,Atlanta Bakehouse,ATB,NULL,1180 Upper Hembree Road,NULL,Roswell,GA,30076,USA,770.664.6300,NULL,NULL,shaha,9/12/2007 17:29
30017,NULL,NA,"Medford Bakehouse, NE",NEB,NULL,300 Middlesex Ave,NULL,Medford,MA,2155,USA,NULL,NULL,NULL,shaha,9/12/2007 17:29
30018,NULL,RM,Rocky Mountain Bake House,RBH,NULL,17900 East 32nd Avenue,Suite 25,Aurora,CO,80011,USA,NULL,NULL,NULL,shaha,9/12/2007 17:29
30019,NULL,SW,Houston Bakehouse,HBH,NULL,9330 West Airport Blvd.,#100,Houston,TX,77031,USA,NULL,NULL,NULL,shaha,9/12/2007 17:29
40002,NULL,NA,Northeast B&C Kitchen,NEK,NULL,9 Commercial St,#300,Everett,MA,02149-5506,USA,617.389.6002,617.394.0788,NULL,shaha,9/12/2007 17:29
40005,NULL,MW,Midwest Kitchen,MWK,NULL,1331 N Rand Rd,NULL,Palatine,IL,60067,USA,847.776.2020,847.776.8661,NULL,shaha,9/12/2007 17:29
40006,NULL,SP,Southern Pacific Kitchen,SPK,NULL,1955 E 48th St,NULL,Vernon,CA,90058,USA,323.277.2720,323.277.287,NULL,shaha,9/12/2007 17:29
40007,NULL,SO,South Kitchen,ATC,NULL,1180 Upper Hembree Road,NULL,Roswell,GA,30076,USA,NULL,NULL,NULL,shaha,9/12/2007 17:29
41100,NULL,EU,UK Kitchen,UKK,NULL,30 Brewery Street,NULL,London,UK,N7 9NH,UK,NULL,NULL,NULL,knizej,5/28/2013 8:55
10272,138,SP,Chandler,CHR,RTX::PST,2955 West Ray Road,NULL,Chandler,AZ,85224,USA,480.821.9447,512.499.7102,SPCHR,MDM,11/1/2012 20:19
10355,273,NE,Westport,WPT,IBM::EST,399 Post Road West,NULL,Westport,CT,6880,USA,(203) 227-6858,(203) 227-5605,NEWPT,MDM,4/25/2013 16:30
10366,239,NA,Bishops Corner,BSH,IBM::EST,340 North Main St,NULL,West Hartford,CT,6117,USA,860-523-7174,860-523-7606,NABSH,MDM,4/25/2013 16:31
10371,238,NA,Andover,AVR,IBM::EST,40 Railroad St.,NULL,Andover,MA,1810,USA,978-749-6664,978-749-0621,NAAVR,MDM,4/25/2013 16:31
10237,137,SP,Arroyo,ARR,RTX::PST,465 S. Arroyo Parkway,NULL,Pasadena,CA,91105,USA,626.204.2266,512.499.7110,SPARR,MDM,11/1/2012 20:19
10258,313,SW,Sugar Land,SGL,ACS::CST,15900 Southwest Freeway,NULL,Sugar Land,TX,77479,USA,281.491.5577,281.41.5636,SWSGL,MDM,11/1/2012 20:19
10241,10241,SO,Green Hills,GHL,IBM::CST,4021 Hillsboro Pike,NULL,Nashville,TN,37215,USA,615.440.5100,615.440.5110,SOGHL,MDM,11/1/2012 20:19
10309,62,MA,Chagrin,CHG,IBM::EST,27249 Chagrin Blvd.,NULL,Woodmere,OH,44122,USA,216.464.9403,216.464.9319,MACHG,MDM,11/1/2012 20:19
10340,64,MA,Mason,MSO,IBM::EST,5805 Deerfield Blvd.,NULL,Mason,OH,45040,USA,513.398.9358,513.398.4818,MAMSO,MDM,11/1/2012 20:19
10278,6025,MA,Upper Arlington (Closed),OSU,Closed,1555 W. Lane Ave,NULL,Upper Arlington,OH,43221,USA,614.481.3400,614.481.0416,MAOSU,Charles.,7/6/2011 12:26
10353,74,MA,Glen Mills,CCV,IBM::EST,475 Wilmington West Chester Pike,NULL,Glen Mills,PA,19342,USA,610.358.1133,610.358.4601,MACCV,MDM,11/1/2012 20:19
11115,15,EU,Piccadilly Circus,PCD,BEAN::GMT,G2 to G6,12 to 20 Glasshouse Street,London,UK,W1B 5AR,UK,(020)74343179,NULL,UKPCD,MDM,5/16/2013 13:36
10426,10426,SO,Friendly Plaza,GFR,IBM::EST,3200 W. Friendly Ave,NULL,Greensboro,NC,27408,USA,336-398-2880,336-398-2896,SOGFR,MDM,11/1/2012 20:19
10502,329,SW,Las Cimas,LSC,ACS::CST,807 Las Cimas Parkway,Building 2 Suite #145,Austin,TX,78746,USA,512-542-2247,NULL,SWLSC,MDM,12/26/2012 10:27
10525,xNEW,MA,Newport News,NPN,new,12098 Jefferson Ave,NULL,Newport News,VA,23606,USA,NULL,NULL,MANPN,MDM,8/26/2015 8:44
10287,63,MA,Cincinnati,CIN,IBM::EST,2693 Edmonson Road,NULL,Cincinnati,OH,45209,USA,513.531.8015,513.531.1354,MACIN,MDM,11/1/2012 20:19
10325,60,MA,Lexington,LEX,IBM::EST,161 Lexington Green Circle,Suite A2,Lexington,KY,40503,USA,859.971.8600,859.971.9020,MALEX,MDM,11/1/2012 20:19
10274,812,FL,Pinecrest,PCR,IBM::EST,11701 S. Dixie Hwy,NULL,Pinecrest,FL,33156,USA,305.969.5800,305.969.5801,FLPCR,MDM,11/1/2012 20:19
10301,360,RM,Baseline,BSL,IBM::MST,2584 Baseline Rd.,NULL,Boulder,CO,80305,USA,303-499-7636,303-499-1467,RMBSL,MDM,5/16/2013 13:34
10314,361,RM,St. Francis,STF,IBM::MST,1090 S. Saint Francis Dr.,NULL,Santa Fe,NM,87505,USA,505-983-5333,505-986-6087,RMSTF,MDM,11/1/2012 20:19
10335,3147,RM,Far North (closed),FAR,closed,"6300 San Mateo NE, Suite A",NULL,Albuquerque,NM,87109,USA,505-823-1933,505-857-9221,RMFAR,blantona,5/8/2008 13:55
10350,363,RM,Colfax,CFX,IBM::MST,14357 W. Colfax Ave.,NULL,Lakewood,CO,80401,USA,303-277-1339,303-277-1327,RMCFX,MDM,11/1/2012 20:19
10367,3141,RM,Kansas City (Closed),KSC,CLOSED,4301 Main St.,NULL,Kansas City,MO,64111,USA,816-931-1873,816-931-7734,RMKSC,karen.sm,7/7/2010 16:11
10373,365,RM,Washington Park,WSP,IBM::MST,1111 S. Washington St.,NULL,Denver,CO,80210,USA,303-733-6201,303-733-6013,RMWSP,MDM,11/1/2012 20:19
10382,3150,RM,Juan Tabo (Closed),JNT,CLOSED,11015 Menaul Blvd. NE,NULL,Albuquerque,NM,87112,USA,505-275-6660,505-275-7102,RMJNT,saldanar,2/12/2009 9:48
10394,368,RM,Westminster,WSM,CLOSED,9229 N. Sheridan Blvd.,NULL,Westminster,CO,80031,USA,303-650-2333,303-650-4882,RMWSM,MDM,12/1/2014 9:00
10397,3130,RM,Alfalfas Broadway (Closed),AFB,CLOSED,1651 Broadway St.,NULL,Boulder,CO,80302,USA,303-442-0909,303-786-9939,RMAFB,karen.sm,7/7/2010 16:11
10400,3139,RM,Orchard (Closed),ORC,CLOSED,5910 S. University Blvd.,NULL,Littleton,CO,80121,USA,303-798-9699,303-797-3856,RMORC,Karen.Sm,11/2/2009 10:26
10405,371,RM,Capitol Hill,CPH,IBM::MST,900 E. 11th Ave.,NULL,Denver,CO,80218,USA,303-832-7701,303-832-3498,RMCPH,MDM,11/1/2012 20:19
10410,372,RM,Overland Park,OPK,IBM::CST,6621 W. 119th St.,NULL,Overland Park,KS,66209,USA,913-663-2951,913-663-2968,RMOPK,MDM,11/1/2012 20:19
10415,373,RM,Sugarhouse,SUH,IBM::MST,1131 E. Wilmington Ave.,NULL,Salt Lake City,UT,84106,USA,801-359-7913,801-485-7919,RMSUH,MDM,11/1/2012 20:19
10420,374,RM,Indian School Plaza,ISP,IBM::MST,2103 Carlisle Blvd. NE,NULL,Albuquerque,NM,87110,USA,505-260-1366,505-260-1392,RMISP,MDM,11/1/2012 20:19
10423,375,RM,Alpine Ideal,IDL,IBM::MST,1275 Alpine Ave.,NULL,Boulder,CO,80304,USA,303-443-1354,303-443-4231,RMIDL,MDM,5/16/2013 13:33
10425,3142,RM,Fourth South (Closed),FTS,CLOSED,645 E. 400 South,NULL,Salt Lake City,UT,84102,USA,801-355-7401,801-355-9586,RMFTS,Charles.,3/14/2011 8:00
10430,378,RM,Cottonwood Heights,HDR,IBM::MST,6930 S. Highland Drive,NULL,Salt Lake City,UT,84121,USA,801-733-9455,801-733-1703,RMHDR,MDM,11/1/2012 20:19
10435,379,RM,New Center Point,NCP,IBM::MST,3180 New Center Point,NULL,Colorado Springs,CO,80922,USA,719-622-1099,719-638-1953,RMNCP,MDM,11/1/2012 20:19
10440,380,RM,Park City,PKC,IBM::MST,1748 West Redstone Center Drive,NULL,Park City,UT,84098,USA,435-575-0200,435-575-0205,RMPKC,MDM,11/1/2012 20:19
10445,354,RM,Superior,SUP,IBM::MST,303 Marshall Rd.,NULL,Superior,CO,80027,USA,720-274-1415,720-274-1420,RMSUP,MDM,11/1/2012 20:19
10331,382,RM,Colorado Blvd,COL,IBM::MST,870 S. Colorado Blvd.,NULL,Glendale,CO,80246,USA,303-691-0101,303-691-0204,RMCOL,MDM,11/1/2012 20:19
10308,6023,SO,Williamson (Closed),WLM,CLOSED,1735 Galleria Blvd.,NULL,Franklin,TN,37067,USA,615-778-1910,615-771-0898,SOWLM,Karen.Sm,5/17/2011 16:26
10322,8012,FL,Napleone(Closed),NPS,CLOSED,6424 Naples Blvd,Suite 601,Naples,FL,34109,USA,239-513-1053,239-593-8734,FLNPS,blantona,8/18/2008 15:11
10297,8013,FL,Melbourne(Closed),MEL,closed,1135 W. New Haven Ave.,NULL,Melbourne,FL,32904,USA,321-674-5002,321-674-9788,FLMEL,blantona,6/13/2008 17:27
10442,158,SP,Long Beach,LBC,RTX::PST,6550 E. Pacific Coast Hwy.,NULL,Long Beach,CA,90803,USA,562-598-8687,562-598-8680,SPLBC,MDM,11/1/2012 20:19
10277,10277,SO,Poplar,POP,CLOSED,5022 Poplar Ave,NULL,Memphis,TN,38117,USA,901-685-2293,901-685-7961,SOPOP,MDM,1/14/2014 8:53
10299,815,FL,Tampa,TPA,IBM::EST,1548 North Dale Mabry Blvd,NULL,Tampa,FL,33607,USA,813-874-9435,813-874-9724,FLTPA,MDM,11/1/2012 20:19
10285,816,FL,South Beach,SBE,IBM::EST,1020 Alton Rd,NULL,Miami,FL,33139,USA,305-532-1707,305-532-3450,FLSBE,MDM,11/1/2012 20:19
10296,314,SW,Little Rock,LTR,CLOSED,10700 North Rodney Parham,NULL,Little Rock,AR,72212-4159,USA,501-312-2326,501-221-9726,SWLTR,MDM,2/17/2015 10:57
10304,315,SW,Tulsa,TLS,ACS::CST,1401 East 41st. Street,NULL,Tulsa,OK,74105,USA,918-712-7555,918-712-7553,SWTLS,MDM,11/1/2012 20:19
10411,1036,SP,Camelback (Closed),CML,CLOSED,3933 E. Camelback Rd.,NULL,Phoenix,AZ,85018,USA,602-954-0584,602-954-7435,SPCML,blantona,4/25/2008 10:37
10429,156,SP,Oracle,ORA,CLOSED,7133 Oracle Rd,NULL,Tucson,AZ,85704,USA,520-297-5394,520-742-1761,SPORA,MDM,5/16/2013 13:37
10392,xNEW,SP,Lake (closed),LAK,CLOSED,603 S. Lake Ave.,NULL,Pasadena,CA,91106,USA,626-792-1778,626-792-4293,SPLAK,saldanar,7/9/2008 22:00
10424,155,SP,Tenaya,TYA,RTX::PST,7250 W. Lake Mead Blvd.,NULL,Las Vegas,NV,89128,USA,702-942-1500,702-942-1507,SPTYA,MDM,11/1/2012 20:19
10336,240,NA,Glastonbury,GLA,IBM::EST,55 Welles Street,NULL,Glastonbury,CT,6033,USA,860-652-9800,860-652-0027,NAGLA,MDM,4/25/2013 16:30
10246,135,SP,Scottsdale,SCT,RTX::PST,7111 E. MAYO BLVD.,NULL,Phoenix,AZ,85054,USA,480.515.3777,512.499.7109,SPSCT,MDM,11/1/2012 20:19
10348,472,PN,Kitsilano,KIT,BEAN::PST,2285 West 4th Avenue,NULL,Vancouver,BC,V6K 1N9,CAN,604-739-6676,604-739-6694,PNKIT,MDM,5/16/2013 13:39
10356,2034,NC,Meadowood (Closed),MEW,CLOSED,5695 S. Virginia St.,NULL,Reno,NV,89502,USA,775.829.8666,775.829.8114,NCMEW,saldanar,6/22/2008 1:45
10360,461,PN,Robson,RBS,BEAN::PST,1675 Robson Street,NULL,Vancouver,BC,V6G 1C8,CAN,604-687-5288,604-687-5063,PNRBS,MDM,5/16/2013 13:33
10361,NULL,MW,Ladue (closed),LDU,CLOSED,8823 Ladue Rd,NULL,St. Louis,MO,63124,USA,314.721.8004,314.721.8011,NULL,knizej,1/7/2013 15:06
10364,557,MW,Hinsdale,HIN,IBM::CST,500 E. Ogden Avenue,NULL,Hinsdale,IL,60521,USA,630-986-8500,630-986-8588,MWHIN,MDM,11/1/2012 20:19
10369,558,MW,Chicago Ave,EVS,IBM::CST,1111 Chicago Avenue,NULL,Evanston,IL,60202,USA,847-475-9492,847-475-9497,MWEVS,MDM,11/1/2012 20:19
10375,469,PN,Fremont,FMT,IBM::PST,3535 NE 15th Ave.,NULL,Portland,OR,97212,USA,503-288-3414,503-288-1208,PNFMT,MDM,11/1/2012 20:19
10378,559,MW,Eighty-Sixth St,IDY,IBM::EST,1300 E. 86th Street,NULL,Indianapolis,IN,46240,USA,317-706-0900,317-706-0918,MWIDY,MDM,11/1/2012 20:19
10383,149,SP,Wilshire Blvd,WLB,RTX::PST,500 Wilshire Blvd.,NULL,Santa Monica,CA,90401,USA,310-395-4510,310-395-5969,SPWLB,MDM,5/16/2013 13:34
10390,xNEW,PN,Gresham (Closed),GSH,CLOSED,2077 NE Burnside Rd.,NULL,Gresham,OR,97030,USA,503-674-2827,503-674-3609,PNGSH,saldanar,7/9/2008 21:58
10398,151,SP,Montana Avenue,MON,RTX::PST,1425 Montana Ave.,NULL,Santa Monica,CA,90403,USA, 310-576-4707,310-576-4710,SPMON,MDM,5/16/2013 13:27
10402,471,PN,Laurelhurst,LLH,IBM::PST,2825 East Burnside St.,NULL,Portland,OR,97214,USA,503-232-6601,503-232-6763,PNLLH,MDM,5/16/2013 13:35
10404,561,MW,Carmel,CRL,IBM::EST,14598 Clay Terrace Boulevard,NULL,Carmel,IN,46032,USA,317-569-1517,317-569-7382,MWCRL,MDM,11/1/2012 20:19
10585,xNEW,MW,Schererville,SRV,new,199 US Highway 41,NULL,Schererville,IN,46375,USA,NULL,NULL,MWSRV,MDM,8/4/2015 16:13
10530,427,NC,Gilman,GIL,CCP::PST,1025 Gilman Street,NULL,Berkeley,CA,94710,USA,510-809-8293,510-809-8294,NCGIL,menezesma,4/27/2015 9:44
10547,429,NC,Dublin,DUN,IBM::PST,5200 Dublin Blvd,NULL,Dublin,CA,94568,USA,922-452-2226,925-452-2227,NCDUN,MDM,5/20/2015 8:06
10549,827,FL,Davie,DVE,IBM::EST,1903 S University Drive,NULL,Davie,FL,33324,USA,954-916-3000,NULL,FLDVE,menezesma,2/11/2015 10:26
10406,152,SP,Laguna Beach,LAG,RTX::PST,283 Broadway St.,NULL,Laguna Beach,CA,92651,USA,949-376-7888,949-376-7889,SPLAG,MDM,5/16/2013 13:32
10407,465,PN,Bend,BND,IBM::PST,2610 NE Hwy 20,NULL,Bend,OR,97701,USA,541-389-0151,503-674-3609,PNBND,MDM,11/1/2012 20:19
10412,466,PN,Mill Plain,MLP,IBM::PST,815 Southeast 160th Avenue,NULL,Vancouver,WA,98683,USA,360-253-4082,360-253-8270,PNMLP,MDM,11/1/2012 20:19
10416,1039,SP,Stephanie (Closed),STE,CLOSED,517 N. Stephanie Street,NULL,Henderson,NV,89014,USA,702-458-9427,702-458-9431,SPSTE,blantona,9/15/2008 16:08
10427,2033,PN,Olive(Closed),OLV,Closed,3277 Cambie Street,NULL,Vancouver,BC,V5Z 2W3,CAN,604-909-2988,604-909-2999,PNOLV,blantona,4/30/2009 17:48
10439,157,SP,Speedway,SPE,RTX::MST,3360 E. Speedway Blvd.,NULL,Tucson,AZ,85716,USA,520-795-9844,520-795-8567,SPSPE,MDM,11/1/2012 20:19
10446,159,SP,Raintree,RNT,CLOSED,8688 East Raintree Drive,NULL,Scottsdale,AZ,85260,USA,480-368-1279,480-368-1463,SPRNT,MDM,8/5/2013 12:09
10327,473,PN,Tanasbourne,TAN,IBM::PST,19440 NW Cornell Rd,NULL,Hillsboro,OR,97124,USA,503-645-9200,503-645-9277,PNTAN,MDM,11/1/2012 20:19
10380,241,NA,Medford,MDF,IBM::EST,2151 Mystic Valley Parkway,NULL,Medford,MA,2155,USA,781-395-4998,512.499.3814,NAMDF,MDM,4/25/2013 16:32
10293,462,NC,Reno,RNO,IBM::PST,6139 S. Virginia St.,NULL,Reno,NV,89502,USA,N/A,NULL,NCRNO,MDM,11/1/2012 20:19
10245,274,NE,Tribeca,TRB,IBM::EST,270 Greenwich Street,NULL,New York,NY,10007,USA,212.349.6555,212.349.6550,NETRB,MDM,11/1/2012 20:19
10303,563,MW,Town and Country,TAC,IBM::CST,1160 Town and Country Crossing,NULL,Town and Country,MO,63017,USA,636.527.1160,NULL,MWTAC,MDM,11/1/2012 20:19
10194,817,FL,Bayhill,BHL,IBM::EST,8003 Turkey Lake Rd,NULL,Orlando,FL,32819,USA,407.355.7100,407.355.7101,FLBHL,MDM,11/1/2012 20:19
10129,564,MW,Naperville,NPV,IBM::CST,2607 West 75th Street,NULL,Naperville,IL,60540,USA,630.579.7700,630.579.7799,MWNPV,MDM,11/1/2012 20:19
10330,4037,MW,Rochester Hills,RCH,IBM::EST,2918 Walton Blvd,NULL,Rochester Hills,MI,48309,USA,248.371.1400,248.371.1450,MWRCH,blantona,8/6/2008 14:01
60024,NULL,EU,UK Private Label,UKPL,NULL,UK Private Label,63-97 High Street Kensington,London,UK,W8 5SE,UK,011-44-207-368-6100,n/a,NULL,saldanar,7/3/2008 18:37
10333,143,SP,Venice,VEN,RTX::PST,225 Lincoln Blvd.,NULL,Venice,CA,90291,USA,310.566.9480,512.499.7103,SPVEN,MDM,5/16/2013 13:26
10363,146,SP,Kahala Mall Oahu,KMO,RTX::HST,4211 Waialae Avenue Ste 2000,NULL,Honolulu,HI,96816,USA,808.738.0820,808.738.0830,SPKMO,MDM,11/1/2012 20:19
10286,140,SP,Las Vegas Blvd,LVB,RTX::PST,6689 Las Vegas Blvd S.,NULL,Las Vegas,NV,89119,USA,702-589-7711,702-589-7719,SPLVB,MDM,11/1/2012 20:19
10192,818,FL,Naples,NPL,IBM::EST,9101 Strada Place,NULL,Naples,FL,34108,USA,239-552-5100,239-552-5101,FLNPL,MDM,11/1/2012 20:19
10257,66,MA,Short Pump,SPP,IBM::EST,11173 West Broad St.,NULL,Glen Allen,VA,23060,USA,804.364.4050,804.364.4032,MASPP,MDM,11/1/2012 20:19
10315,565,MW,Cranbrook,CRB,IBM::EST,990 W. Eisenhower Parkway,NULL,Ann Arbor,MI,48103,USA,734.997.7500,NULL,MWCRB,MDM,11/1/2012 20:19
10230,463,NC,Roseville,ROS,IBM::PST,1001 Galleria Blvd,NULL,Roseville,CA,95678,USA,916.781.5300,916.781.5424,NCROS,MDM,11/1/2012 20:19
10312,275,NE,Millburn Union,MBN,IBM::EST,2245 Springfield Ave,NULL,Union,NJ,7088,USA,908.688.1455,908.688.1075,NEMBN,MDM,4/25/2013 16:28
10195,819,FL,Wellington,WLL,IBM::EST,2635 State Road 7,NULL,Wellington,FL,33414,USA,561.904.4000,561.904.4001,FLWLL,MDM,11/1/2012 20:19
10253,820,FL,Jacksonville,JAX,IBM::EST,10601 San Jose Blvd,NULL,Jacksonville,FL,32257,USA,904.288.1100,904.288.1101,FLJAX,MDM,11/1/2012 20:19
10295,NULL,SO,Hillsboro Pike (Closed),HBP,CLOSED,Hillsboro Rd,NULL,Nashville,TN,NULL,USA,n/a,n/a,SOHBP,Karen.Sm,9/29/2010 12:24
10323,NULL,MA,Shelbyville (Closed),SBV,CLOSED,4600 Shelbyville Rd,NULL,Louisville,KY,NULL,USA,n/a,n/a,MASBV,blantona,10/29/2008 16:14
10386,NULL,MW,Dodge (Closed),DGE,CLOSED,7831 Dodge St,NULL,Omaha,NE,NULL,USA,n/a,n/a,NULL,blantona,10/29/2008 16:23
10388,NULL,NA,Saugus (Closed),SAU,CLOSED,357 Broadway,NULL,Saugus,MA,NULL,USA,n/a,n/a,NASAU,blantona,10/29/2008 16:37
10391,NULL,RM,Mission (Closed),MSN,CLOSED,5101 Johnson Dr,NULL,Mission,KS,NULL,USA,n/a,n/a,RMMSN,blantona,10/29/2008 16:40
10395,NULL,PN,Hillsdale (Closed),HSD,CLOSED,6344 CW Capitol Hwy,NULL,Portland,OR,NULL,USA,n/a,n/a,PNHSD,blantona,10/29/2008 16:47
10403,NULL,NA,Marginal Way (Closed),MWY,CLOSED,87 Marginal Way,NULL,Portland,ME,NULL,USA,n/a,n/a,NAMWY,blantona,10/29/2008 16:49
10417,NULL,PN,Tualatin (Closed),TUA,CLOSED,7485 SW Bridgeport Rd,NULL,Portland,OR,NULL,USA,n/a,n/a,PNTUA,blantona,10/29/2008 16:53
10428,NULL,RM,South Kipling (Closed),SKP,CLOSED,8194 S Kipling Pkwy,NULL,Littleton,CO,NULL,USA,n/a,n/a,RMSKP,blantona,10/29/2008 16:55
10283,316,SW,Lakewood,LKW,ACS::CST,2118 Abrams Road,NULL,Dallas,TX,75214,USA,214.824.1744,214.824.2730,SWLKW,MDM,11/1/2012 20:19
10329,464,NC,Santa Cruz,STZ,IBM::PST,911 Soquel Ave.,NULL,Santa Cruz,CA,95062,USA,831.426.9901,831.436.9903,NCSTZ,MDM,11/1/2012 20:19
10279,276,NE,Paramus,PAR,IBM::EST,300 Bergen Town Center,NULL,Paramus,NJ,7652,USA,201.226.1244,201.226.1677,NEPAR,MDM,4/25/2013 16:26
10252,566,MW,Lincoln Park,KBS,IBM::CST,1550 N. Kingsbury Street,NULL,Chicago,IL,60642,USA,312.587.0648,NULL,MWKBS,MDM,11/1/2012 20:19
10228,67,MA,Annapolis,ASI,IBM::EST,200 Harker Place Suite 100,NULL,Annapolis,MD,21401,USA,410.573.800,NULL,MAASI,MDM,11/1/2012 20:19
10248,474,PN,Cambie,CMB,BEAN::PST,510 W 8th Ave.,NULL,Vancouver,BC,V5Z 1C5,CAN,778.370.4210,778.370.4821,PNCMB,MDM,4/4/2013 8:51
10273,383,RM,Southglenn,SGN,IBM::MST,6853 S York St Ste 119,NULL,Centennial,CO,80122,USA,303.996.3660,303.996.6457,RMSGN,MDM,11/1/2012 20:19
10365,408,NC,Capitola,CAP,IBM::PST,1710 41st Ave,NULL,Capitola,CA,95010,USA,831.464.2900,831.464.2910,NCCAP,MDM,11/1/2012 20:19
10319,242,NA,Dedham,DHM,IBM::EST,300 Legacy Place,NULL,Dedham,MA,2026,USA,781.329.7100,512.499.3808,NADHM,MDM,4/25/2013 16:29
10328,277,NE,Upper West Side,UWS,IBM::EST,808 Columbus Ave,NULL,New York,NY,10025,USA,212.222.6160,212.280.0217,NEUWS,MDM,11/1/2012 20:19
10255,136,SP,Santa Barbara,SBR,RTX::PST,3761 State Street,NULL,Santa Barbara,CA,93105,USA,805.837.6959,512.499.7108,SPSBR,MDM,11/1/2012 20:19
10379,409,NC,Noe Valley,NOE,IBM::PST,3950 24th St.,NULL,San Francisco,CA,94114,USA,415.282.4700,415.282.4710,NCNOE,MDM,5/16/2013 13:38
10337,415,NC,Blithedale,BLD,IBM::PST,731 East Blithedale Ave,NULL,Mill Valley,CA,94941,USA,415.381.3900,415.381.3910,NCBLD,MDM,11/1/2012 20:19
10275,475,PN,Interbay,INT,IBM::PST,2001 15TH AVE W,NULL,Seattle,WA,98119,USA,206.352.5440,206.352.5414,PNINT,MDM,11/1/2012 20:19
10389,278,NE,Milford,MIL,IBM::EST,1686 Boston Post Road,NULL,Milford,CT,6460,USA,203.874.0883,203.874.0850,NEMIL,MDM,4/25/2013 16:33
20012,NULL,MA,Mid Atlantic Seafood Facility,MAS,NULL,1905 Clarkson Way,NULL,Landover,MD,20785,USA,301-386-0871,301-386-0872,MAMAS,MDM,1/3/2014 14:34
50001,NULL,CEN,Whole Foods Market Central Sup,CEN,NULL,550 Bowie St,NULL,Austin,TX,78703,USA,512.477.5566,512.482.7000,CENCEN,Karen.Sm,11/12/2009 13:24
50002,NULL,SW,Southwest Support,SWC,NULL,1105 N Lamar Blvd,Suite 200,Austin,TX,78703,USA,512.391.8400,512.477.4293,SWSWC,knizej,7/8/2013 20:14
50003,NULL,NC,Northern Pacific Corp Office,NP RCO,NULL,5980 Horton St,Suite 200,Emeryville,CA,94608,USA,510.428.7400,510.428.7410,NCNP RCO,Karen.Sm,11/12/2009 13:33
50005,NULL,NA,North Atlantic Corporate,NEC,NULL,125 Cambridgepark Dr,NULL,Cambridge,MA,2140,USA,617.492.5500,617.492.5510,ANEC,Karen.Sm,11/12/2009 13:38
10455,285,NE,Danbury,DAN,IBM::EST,5C Sugar Hollow Road,NULL,Danbury,CT,6810,USA,203-730-0599,NULL,NEDAN,MDM,5/17/2013 8:39
10471,388,RM,Governors Ranch,LTT,IBM::MST,5155 S. Wadsworth Blvd.,NULL,Littleton,CO,80123,USA,303.586.5220,NULL,RMLTT,MDM,12/19/2012 12:56
10466,76,MA,Virginia Beach,VAB,IBM::EST,1800 Laskin Road,NULL,Virginia Beach,VA,23454,USA,NULL,NULL,MAVAB,MDM,11/1/2012 20:19
10292,574,MW,Kildeer,KLD,IBM::CST,20281 N Rand Rd,NULL,Kildeer,IL,60074,USA,847-726-4601,NULL,MWKLD,MDM,3/6/2013 12:00
10477,823,FL,North Miami,SSC,IBM::EST,12150 Biscayne Rd,NULL,North Miami,FL,33181,USA,305-892-5500,NULL,FLSSC,MDM,5/1/2013 15:12
10546,xNEW,SP,Downtown LA,DLA,new,788 S. Grand Ave,NULL,Los Angeles,CA,90014,USA,NULL,NULL,SPDLA,MDM,9/18/2015 14:34
50006,NULL,MW,Midwest Corporate,MWC,NULL,3241 N Lincoln Ave,NULL,Chicago,IL,60657,USA,773.244.8600,773.755.2451,MWMWC,Karen.Sm,11/12/2009 16:53
10249,68,MA,Plymouth Meeting,PLM,IBM::EST,500 W. Germantown Pike,NULL,Plymouth Meeting,PA,19462,USA,610.832.0010,610.832.0014,MAPLM,MDM,11/1/2012 20:19
50007,xNEW,SP,Southern Pacific Corp Office,SCO,new,15315 Magnolia Blvd,Suite 320,Sherman Oaks,CA,91403,USA,818.501.8484,818.990.7089,SPSCO,Karen.Sm,11/13/2009 16:53
